index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,price_per_kg
3956,Maruti Wagon R LXI CNG,8,350000,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,13157
3957,Hyundai Verna 1.6 SX CRDi (O),14,360000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,16129
3958,Maruti Wagon R VXI BS IV,11,300000,31000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,14627
3959,Hyundai Grand i10 CRDi Sportz,11,350000,100000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,14583
3960,Mahindra NuvoSport N8,9,650000,130000,Diesel,Individual,Manual,First Owner,17.45,1493.0,100.0,7.0,37249
3961,Maruti Wagon R LXI Optional,9,350000,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,17064
3962,Ford EcoSport 1.5 TDCi Trend Plus BSIV,8,700000,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,30742
3963,Maruti Swift Dzire VDI,12,415000,102996,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,17735
3984,Hyundai i20 Sportz 1.4 CRDi,10,550000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,24401
3985,Mahindra XUV500 W8 4WD,13,595000,129000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,39403
3986,Fiat Grande Punto EVO 1.3 Dynamic,10,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248.0,75.0,5.0,25943
3987,Toyota Fortuner 2.5 4x2 MT TRD Sportivo,10,2000000,120000,Diesel,Individual,Manual,First Owner,13.0,2494.0,142.0,7.0,153846
3988,Tata Safari DICOR 2.2 EX 4x2,15,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179.0,138.03,7.0,28715
3989,Fiat Avventura Power Up 1.3 Emotion,10,500000,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,5.0,24390
3990,Maruti Wagon R LXI BSIII,8,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0,17989
3991,Mahindra Scorpio SLE BS IV,13,480000,85472,Diesel,Dealer,Manual,First Owner,12.05,2179.0,120.0,8.0,39834
3992,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,12,480000,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,5.0,21080
3993,Ford EcoSport 1.5 Diesel Ambiente BSIV,7,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,32608
3994,Maruti Wagon R LXI Minor,17,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,5291
3995,Hyundai i20 Magna,12,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,15675
3996,Fiat Avventura Power Up 1.3 Emotion,10,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,5.0,20731
3997,Honda City V MT,15,285000,79000,Petrol,Individual,Manual,First Owner,16.8,1497.0,116.3,5.0,16964
3998,Mahindra TUV 300 mHAWK100 T8,9,625000,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,33802
3999,Fiat Grande Punto Active (Diesel),13,170000,60000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,75.0,5.0,8374
4000,Tata Zest Revotron 1.2T XMS,7,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,26180
4001,Fiat Avventura MULTIJET Emotion,10,450000,120000,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,5.0,21951
4002,Maruti Swift Dzire AMT VXI,6,650000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,30645
4003,Hyundai i20 Active 1.2 S,8,600000,15000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,34904
4004,Maruti Alto 800 CNG LXI,12,178000,70000,CNG,Individual,Manual,Second Owner,30.46,796.0,47.3,5.0,5843
4005,Maruti Alto 800 LXI,9,300000,5000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,13192
4006,Maruti Alto LXi,16,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,7614
4007,Hyundai Elite i20 Petrol Magna Exective,6,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,31720
4008,Hyundai EON Era Plus,9,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,14691
4009,Tata Zest Revotron 1.2T XMS,8,400000,53000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,22766
4010,Mahindra Scorpio LX,11,520000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,43153
4011,Ashok Leyland Stile LE,12,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461.0,75.0,8.0,14947
4012,Mahindra XUV300 W8 Option BSIV,6,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197.0,110.0,5.0,58823
4013,Maruti Wagon R VXI,22,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5.0,3439
4014,Honda Amaze VX i-DTEC,10,509999,75000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,19767
4015,Maruti Wagon R VXI BSIII,13,221000,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,11693
4016,Volkswagen Vento 1.6 Highline,11,390000,64000,Petrol,Individual,Manual,Third Owner,15.04,1598.0,103.2,5.0,25930
4017,Maruti Gypsy King Soft Top MPI BSIV,23,350000,60000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8.0,29264
4018,Maruti Alto LXi,16,195000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,9898
4019,Audi Q7 3.0 TDI Quattro,15,1750000,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967.0,241.4,7.0,144987
4020,Mahindra Scorpio VLX 2WD AIRBAG BSIII,12,600000,60000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,49792
4021,Hyundai i20 Sportz Option 1.4 CRDi,10,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,27284
4022,Hyundai i20 Magna 1.4 CRDi (Diesel),12,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0,15981
4023,Chevrolet Beat Diesel LS,13,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,5503
4024,Hyundai i20 1.4 Sportz,8,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,28837
4025,Hyundai Creta 1.6 CRDi SX Plus,9,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,55922
4026,Hyundai i20 1.4 CRDi Sportz,15,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,12391
4027,Chevrolet Spark 1.0 LT,14,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,10555
4028,Nissan Sunny XL,13,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,20648
4029,Hyundai Grand i10 Asta,11,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,21164
4030,Toyota Innova Crysta 2.7 ZX AT BSIV,9,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,7.0,195348
4031,Hyundai i20 Sportz 1.2,10,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,23387
4032,Maruti Swift Dzire VXI,11,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,23560
4033,Daewoo Matiz SD,24,45000,137000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5.0,2432
4034,Hyundai i20 Asta 1.2,10,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,24193
4035,Maruti Swift VDI Optional,8,580000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,23015
4036,Hyundai Creta 1.6 CRDi SX,9,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,45754
4037,Maruti Ertiga SHVS ZDI,9,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,30587
4038,Tata Indigo CS LS (TDI) BS III,16,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,7333
4039,Hyundai Grand i10 1.2 Kappa Sportz BSIV,8,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,27777
4040,Tata Indigo CS LS (TDI) BS III,16,114999,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,6024
4041,Tata Tiago 1.2 Revotron XZ,9,399000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,16736
4042,Hyundai Santro Xing XL eRLX Euro II,19,150000,100000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,7724
4043,Tata Indica V2 Turbomax DLS BS IV,13,275000,90000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,5.0,14473
4044,Hyundai i20 1.4 CRDi Magna,14,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5.0,15525
4045,Hyundai EON LPG Era Plus,13,222000,120000,LPG,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,10521
4046,Mahindra Ssangyong Rexton RX7,12,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,7.0,76028
4047,Tata Indica V2 DLS,18,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5.0,4069
4048,Tata Tiago 1.2 Revotron XT,8,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,18036
4049,Tata Tiago 1.2 Revotron XT,8,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,18036
4050,Maruti Wagon R VXI BS IV,11,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,15602
4051,Hyundai Santro Xing XG,20,95000,125000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,,0.0,,4892
4052,Renault Fluence Diesel E4,13,500000,120000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5.0,22935
4053,Renault Duster 110PS Diesel RxL,13,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,26301
4054,Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,15,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,5.0,12499
4055,Mahindra Scorpio VLS AT 2.2 mHAWK,16,600000,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8.0,50890
4056,Hyundai Santro Xing XL,18,200000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,10299
4057,Renault Pulse RxL Optional,8,500000,80000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5.0,21663
4058,Mahindra Bolero SLX 2WD,15,315000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,23161
4059,Maruti Wagon R VXI Minor,14,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,14021
4060,Ford Figo 1.5D Base MT,10,350000,110000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,13550
4061,Tata Indigo CR4,13,200000,230000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,8485
4062,Tata Indica V2 DLE BSIII,14,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,6431
4063,Hyundai i20 Magna 1.2,11,425000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,22849
4064,Ford EcoSport 1.5 Diesel Trend BSIV,6,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,39130
4065,Mahindra Scorpio 2009-2014 SLE 7S BSIV,11,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,45643
4066,Honda WR-V i-DTEC VX,7,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,35294
4067,Hyundai i10 Era,14,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,8329
4068,Hyundai Verna 1.6 CRDI AT SX Option,9,850000,120000,Diesel,Individual,Automatic,First Owner,19.08,1582.0,126.2,5.0,44549
4069,Hyundai Verna 1.6 CRDi S Option,9,850000,120000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,5.0,35564
4070,Mahindra Thar CRDe AC,11,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,33232
4071,Maruti Swift Dzire Vdi BSIV,14,500000,60000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,25906
4073,Hyundai i10 Era,14,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,8076
4074,Honda City i DTEC VX,10,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,26693
4075,Maruti Swift ZDi,11,430000,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,18777
4076,Hyundai Xcent 1.2 Kappa Base,10,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,19633
4077,Hyundai i20 Asta Option 1.2,9,650000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,34946
4078,Maruti Swift Dzire LDI,9,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,18804
4080,Mahindra XUV500 W10 2WD,8,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,84375
4081,Volkswagen Ameo 1.5 TDI Comfortline,7,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,27700
4082,Hyundai Creta 1.6 CRDi SX Plus,8,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,61006
4092,Hyundai Grand i10 Sportz,8,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,29100
4094,Mahindra XUV500 W10 2WD,10,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,76562
4095,Honda WR-V i-VTEC S,8,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,40000
4096,Maruti Swift Dzire VDI,12,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,22649
4103,Chevrolet Beat LT,15,150000,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,8064
4104,Maruti Swift Dzire VXI,11,475000,40000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,24869
4105,Mahindra Scorpio SLX 4WD,17,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,8.0,29527
4106,Mahindra KUV 100 mFALCON D75 K6 Plus,9,425000,70000,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,6.0,16785
4107,Honda City i DTEC VX,10,800000,90000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5.0,31872
4108,Maruti 800 DX,29,40000,32000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,2484
4109,Maruti Wagon R AMT VXI Option,7,509999,8000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,24865
4110,Toyota Etios Liva VD,10,387000,170000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,16405
4111,Maruti Alto 800 VXI,11,235000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,10334
4112,Tata Sumo SE Plus BSII,25,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948.0,68.0,10.0,7786
4113,Maruti Swift Vdi BSIII,15,340000,110000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,19101
4114,Mahindra XUV500 W6 2WD,9,1000000,100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,62500
4115,Ford Ikon 1.4 TDCi DuraTorq,16,160000,115000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5.0,11594
4116,Mahindra Scorpio SLX 4WD LE,17,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,8.0,28740
4117,Skoda Fabia 1.2L Diesel Elegance,14,300000,265000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5.0,14381
4118,Maruti Swift Vdi BSIII,17,260000,90000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,14606
4119,Honda Jazz V CVT,7,860000,40000,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,47252
4120,Hyundai Verna 1.6 Xi ABS,17,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,8273
4121,Maruti Alto LXi,18,100000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,5076
4122,Volkswagen Vento 1.5 TDI Highline,11,565000,111000,Diesel,Individual,Manual,First Owner,20.34,1498.0,103.2,5.0,27777
4123,Mahindra Xylo E4 BS III,12,450000,120000,Diesel,Individual,Manual,Second Owner,11.68,2498.0,112.0,7.0,38527
4124,Maruti Baleno Zeta 1.2,8,625000,15000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,29205
4125,Maruti Alto 800 VXI,9,280000,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,12313
4126,Maruti Alto K10 VXI,8,330000,50000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,13778
4127,Hyundai Creta 1.6 CRDi Anniversary Edition,10,1300000,40000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,66090
4128,Tata Indica V2 GLX BSIII,17,65000,50000,Petrol,Individual,Manual,Second Owner,15.3,1396.0,70.0,5.0,4248
4129,Tata Tiago 1.2 Revotron XZ,7,480000,45000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,20134
4130,Tata Tiago 1.05 Revotorq XZ,9,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047.0,69.0,5.0,14662
4131,Tata New Safari DICOR 2.2 GX 4x2,16,500000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,35893
4132,Mahindra Xylo E4 ABS BS IV,13,320000,120000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7.0,27397
4133,Mahindra XUV500 W8 2WD,11,750000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,49668
4134,Mahindra Bolero Power Plus SLE,8,620000,100000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,37575
4135,Maruti Swift Dzire ZDi,14,300000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,15544
4136,Hyundai Creta 1.6 SX Option Executive,7,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,88924
4137,Maruti Alto 800 LX,8,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,11417
4138,Maruti Swift Dzire AMT VXI,8,700000,15000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,33003
4139,Ford Figo Aspire 1.5 TDCi Titanium,8,700000,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,27100
4140,Ford EcoSport 1.5 TDCi Titanium BSIV,10,600000,135000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,26350
4141,Skoda Rapid 1.6 TDI Ambition,13,290000,80000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5.0,14146
4142,Chevrolet Cruze LTZ AT,14,430000,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4.0,23756
4143,Hyundai i20 1.2 Magna Executive,8,575000,19000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,30913
4144,Hyundai Creta 1.6 VTVT E Plus,8,875000,42000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,57226
4145,Maruti Wagon R LXI BSIII,15,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,9523
4146,Maruti Ritz VDi,13,229999,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,9913
4147,Toyota Glanza G CVT,6,800000,10000,Petrol,Individual,Automatic,First Owner,19.56,1197.0,81.8,5.0,40899
4148,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,16,60000,110000,Petrol,Individual,Manual,Third Owner,16.5,995.0,63.0,5.0,3636
4149,Maruti SX4 Vxi BSIII,16,150000,110000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,10000
4150,Tata Indigo Grand Dicor,18,100000,90000,Diesel,Individual,Manual,Third Owner,23.57,1396.0,70.0,5.0,4242
4151,Hyundai Creta 1.6 Gamma SX Plus,10,900000,90000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,58862
4152,Hyundai i20 1.4 Asta Option,7,850000,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,37710
4153,Chevrolet Beat Diesel LT,11,220000,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,5.0,8647
4154,Maruti Alto 800 LXI,11,250000,40000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,10993
4155,Tata Indica Vista Quadrajet LS,13,125000,120000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,5605
4159,Tata Tiago 1.2 Revotron XT,8,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,16778
4160,Maruti 800 Std,23,50000,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,3105
4161,Hyundai Verna VTVT 1.6 SX Option,7,1000000,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,58823
4162,Honda City i DTEC VX,11,600000,160000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,23904
4163,Hyundai i20 1.2 Asta,15,250000,60000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,14705
4164,Mahindra Bolero SLE,16,310000,110000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,22794
4165,Maruti Wagon R VXI,20,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5.0,6349
4166,Mahindra Xylo E4 BS III,11,390000,78000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7.0,33390
4167,Hyundai Santro Sportz BSIV,6,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,22561
4168,Ford EcoSport 1.5 Diesel Titanium BSIV,7,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,41304
4169,Maruti Swift Dzire VXI 1.2 BS IV,8,650000,21000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,29545
4170,Maruti Swift Star VDI,12,400000,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,17467
4171,Hyundai Grand i10 AT Asta,10,400000,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,82.0,5.0,21164
4172,Maruti Alto LX,19,100000,42500,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,5076
4173,Hyundai i10 Asta,13,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,17190
4174,Tata Aria Prestige 4x2,12,450000,80000,Diesel,Individual,Manual,Second Owner,13.7,2197.0,138.1,7.0,32846
4175,Mahindra Scorpio 2.6 DX,19,350000,90000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,8.0,27559
4176,Volkswagen Polo Diesel Trendline 1.2L,15,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5.0,11327
4177,Mahindra Bolero 2011-2019 ZLX,12,450000,146000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,28195
4178,Maruti 800 AC BSIII,12,157000,47200,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,9751
4179,Mahindra XUV500 W11 Option BSIV,7,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,99337
4181,Tata Indica GLS BS IV,18,75000,100000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5.0,4901
4182,Chevrolet Tavera B1-10 seats BSII,15,280000,100000,Diesel,Individual,Manual,Second Owner,14.8,2499.0,80.0,10.0,18918
4184,Tata Sumo CX,13,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7.0,16405
4185,Toyota Corolla Altis 1.8 Sport,15,350000,80000,Petrol,Individual,Manual,Second Owner,12.5,1794.0,132.0,5.0,28000
4186,Renault KWID 1.0 RXT Optional,9,300000,34000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,13037
4187,Renault Duster 85PS Diesel RxS,8,819999,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,41268
4188,Tata Indigo TDI,15,409999,100000,Diesel,Individual,Manual,Second Owner,19.61,1405.0,70.0,5.0,20907
4189,Hyundai Verna 1.6 Xi ABS,17,275000,52000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,19784
4190,Maruti Ertiga VDI,12,497000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,23928
4191,Hyundai i20 Asta 1.2,10,500000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,26881
4192,Mahindra Bolero 2011-2019 Camper,19,170000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,83.0,7.0,12142
4196,Isuzu MUX 2WD,6,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999.0,174.57,7.0,195652
4198,Ford EcoSport 1.5 Diesel Titanium BSIV,6,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,42391
4199,Ford Aspire Trend Plus,7,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,30392
4202,Honda City i-VTEC CVT ZX,6,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,68166
4204,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,7,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,41304
4208,MG Hector Smart DCT,6,1700000,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5.0,121776
4209,Maruti Ertiga VDI,11,545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,26239
4210,Maruti Swift VDI,14,400000,72000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,17467
4213,Maruti Baleno Sigma 1.3,10,562000,60000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,20518
4214,Tata Sumo SE,23,96000,120000,Diesel,Individual,Manual,First Owner,14.07,2956.0,83.1,7.0,6823
4253,Mitsubishi Lancer 2.0 LXd,26,155000,100000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5.0,10472
4254,Maruti Swift VDI BSIV,16,210000,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.41878335651954,,0.0,,10814
